time,open,high,low,close,EMA50,EMA200,VWAP,PEMA-Short,PEMA-Medium,PEMA-Long,Major Trend,Mid Trend,Minor Trend,,UT2,TRB,TC,PUT,PUC,ND,ND,NS,LVT,ST,ST1,ST2,ST3,ST4,SV,EU,EUF,ED,EDF,RUT,BCE1,SCE,SCE,BC,BC,SC,SC,TB,TB,TB,TB,,Strength band,Period High,Period Low,HV - High,HV - Low,MA 1,MA 2,MA 3,MA 4,MA 5,Shapes,Shapes,Range Filter,Up Trend,UpTrend Begins,Down Trend,DownTrend Begins,HalfTrend,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,ParabolicSAR,VWAP,Range Top,Range Bottom,Basis,Upper,Lower,STC Sell,STC Buy,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Buy Signal,Sell Signal,Expired Signal,Expired Signal,long Signal,Short Signal,RSI Plot,Plot,Plot,Plot,Plot,MFI Plot,Angle Follow Line,Angle Follow Line Histogram,Sell,Buy,Add Sell 1,Add Buy 1,Reduce Buy 1,Reduce Buy 2,Reduce Buy 3,Reduce Buy 4,Reduce Buy 5,Reduce Sell 1,Reduce Sell 2,Reduce Sell 3,Reduce Sell 4,Reduce Sell 5,Volume MA,Volume,Volume MA,Stochastic,EMA,Plot,Plot,Plot,Plot
2019-02-13T09:15:00+05:30,75.13286591892862,75.900002,74.25,74.9750005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,75.22531963299458,76.61067233931027,77.50104891527873,79.1267643569855,87.8546727740311,NaN,NaN,78.16960504735874,NaN,NaN,82.3971155318595,NaN,76.02585645285802,75.75,78.800003,99.07499975,NaN,NaN,77.93951003906278,75.0416675,84.59120335705174,74.91129606794823,78.39875009999993,84.02599933117469,72.77150086882517,1,NaN,75.13286591892862,75.900002,74.25,74.9750005,75.18198620988935,75.900002,74.25,75.06446710473216,0,0,0,0,NaN,NaN,34.969913488783774,70,70,30,30,23.276802766527126,-36.75317053260766,-36.75317053260766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,239604.81666666694,23304,239604.81666666694,-39.08015111313047,-40.5295168095197,40,40,-40,-40
2019-02-14T09:15:00+05:30,75.0539332094643,75.0539332094643,72.900002,73.6000005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,74.68354658866305,76.18057636226594,77.12952049477599,78.91002851945666,87.71283523896612,NaN,NaN,77.4851735961143,NaN,NaN,81.80979132829701,NaN,75.900002,75.14092856143205,78.800003,94.57500075,NaN,NaN,77.20276919437525,73.85131190315477,84.59120335705174,74.91129606794823,77.89750011249993,83.35678478436976,72.43821544063009,1,NaN,75.0539332094643,75.0539332094643,72.900002,73.6000005,75.12322665731075,75.12322665731075,72.900002,74.15196722973215,0,0,0,0,NaN,NaN,30.818564771026445,70,70,30,30,24.6547661478248,-44.86890610227419,-44.86890610227419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-49.86890610227419,NaN,NaN,NaN,NaN,239045.81666666694,41486,239045.81666666694,-37.79184728477151,-39.79752165440931,40,40,-40,-40
2019-02-15T09:15:00+05:30,74.32696685473215,74.32696685473215,71.650002,72.65000175,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,74.0056983091087,75.67620856051366,76.70289966194018,78.66453727359561,87.56295629877741,NaN,NaN,76.52405584464476,NaN,NaN,80.84111523499409,NaN,75.0539332094643,74.81421515571603,78.7250025,98.51250125000001,NaN,NaN,76.55443725105022,72.87565686824405,84.59120335705174,74.91129606794823,77.40562513749992,82.89467340553534,71.9165768694645,1,NaN,74.32696685473215,74.32696685473215,71.650002,72.65000175,74.63759694352146,74.63759694352146,71.650002,73.23848436486608,0,0,0,0,NaN,NaN,28.317343114391164,70,70,30,28.317343114391164,15.788001352170895,-51.544562393342154,-51.544562393342154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,239602.6833333336,73715,239602.6833333336,-41.302047024455426,-40.70928985617841,40,40,-40,-41.302047024455426
2019-02-18T09:15:00+05:30,73.48848430236607,73.900002,71.300003,72.575001,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,73.52879920607246,75.23317890901171,76.30976645604112,78.42573192953304,87.41382241520748,1,NaN,76.43754267513069,NaN,NaN,80.44736992686522,NaN,74.32696685473215,74.14460807785801,78.550003,103.39999999999999,NaN,NaN,75.86781631590318,72.59166866666668,84.59120335705174,72.37949360335722,76.92437524999994,82.33483062050735,71.51391987949253,1,NaN,73.48848430236607,73.900002,71.300003,72.575001,73.93804065419377,73.93804065419377,71.300003,72.81587257559151,0,0,0,0,NaN,NaN,28.123284437569666,70,70,30,28.123284437569666,16.01254203797771,-54.62064535489811,-54.62064535489811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,239041.73333333357,59578,239041.73333333357,-46.10655980764419,-42.56415944429742,40,40,-40,-46.10655980764419
2019-02-19T09:15:00+05:30,73.03174265118304,73.949997,72,72.77499975,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,73.27753272071497,74.88201045772432,75.97312200784673,78.2041345891592,87.26816248819048,NaN,NaN,76.43754267513069,NaN,NaN,80.44736992686522,NaN,73.949997,74.125,78.550003,100.27500075,NaN,NaN,75.13696618535867,72.90833225,84.59120335705174,72.37949360335722,76.55750018749994,82.04797123457293,71.06702914042695,1,NaN,73.03174265118304,73.949997,72,72.77499975,73.37695661489263,73.949997,72,72.93918485029576,0,0,0,0,NaN,NaN,29.510523177406995,70,70,30,29.510523177406995,22.684966360888524,-42.87172669076774,-42.87172669076774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,239214.18333333358,44643,239214.18333333358,-49.089635312239444,-44.292986966576926,40,40,-40,-49.089635312239444
2019-02-20T09:15:00+05:30,72.90337120059152,73.75,72.150002,72.67499925,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,73.07668823047665,74.56672314233514,75.65901507852799,77.98730575232942,87.12295688383038,NaN,NaN,76.43754267513069,NaN,NaN,80.31286720576082,NaN,73.949997,74.125,78.3250005,98.5875005,NaN,NaN,74.52305207570129,72.85833375,84.59120335705174,72.37949360335722,76.16187517499995,81.57350889605559,70.75024145394431,1,NaN,72.90337120059152,73.75,72.150002,72.67499925,73.1580707325942,73.75,72.150002,72.86959311264788,0,0,0,0,NaN,NaN,29.206987791966597,70,70,30,29.206987791966597,28.819315409841508,-41.45646817431758,-41.45646817431758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238560.2166666669,39475,238560.2166666669,-50.667299143907655,-45.73880078639492,40,40,-40,-50.667299143907655
2019-02-21T09:15:00+05:30,72.78918522529577,75.5,72.550003,73.88750075,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,73.34695907031777,74.46969137200155,75.49029942819199,77.82652908557141,86.99126080289675,NaN,NaN,76.43754267513069,NaN,NaN,80.31286720576082,NaN,73.949997,74.125,77.75,99.9249995,NaN,NaN,71.300003,73.97916791666667,84.59120335705174,72.37949360335722,75.82187521249993,80.89747167267784,70.74627875232203,1,NaN,72.78918522529577,75.5,72.550003,73.88750075,73.01383192262104,75.5,72.550003,73.68167224382394,0,0,0,0,NaN,NaN,37.58917129447428,70,70,30,30,32.36320012250157,-40.888729001011264,-40.888729001011264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235094.75000000026,125348,235094.75000000026,-46.44625398578164,-45.099965884805954,40,40,-40,-46.44625398578164
2019-02-22T09:15:00+05:30,73.33834298764788,79.900002,73.33834298764788,77.075001,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,74.58963971354518,74.84187846171561,75.6412233874118,77.79705739594115,86.89259155112663,NaN,1,76.43754267513069,NaN,NaN,80.31286720576082,NaN,73.949997,75.6000025,77.6000025,99.53750124999999,NaN,NaN,71.38400294,76.77111532921596,84.59120335705174,72.37949360335722,75.67687524999994,80.42471210508441,70.92903839491547,NaN,NaN,73.33834298764788,79.900002,73.33834298764788,77.075001,73.34775208322249,79.900002,73.33834298764788,75.91292224382394,0,0,0,0,NaN,NaN,53.257734035856906,70,70,30,30,45.94151410586743,-36.69076758610849,-36.69076758610849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,229863.3166666669,168037,229863.3166666669,-30.81411791081572,-39.66033242135938,40,40,-40,-40
2019-02-25T09:15:00+05:30,75.20667199382393,79.5,74.550003,77.79999925,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,75.65975955903012,75.26446714575624,75.84682108861068,77.79717276276699,86.80211799589154,NaN,NaN,76.43754267513069,NaN,NaN,80.31286720576082,NaN,73.949997,75.6000025,77.4000015,97.44999874999999,NaN,NaN,71.7246429024,77.28333408333333,84.59120335705174,71.01946268285076,75.55500014999993,79.93954229759115,71.17045800240871,NaN,1,75.20667199382393,79.5,74.550003,77.79999925,74.63033716352322,79.5,74.550003,76.76416856095598,0,0,0,0,NaN,NaN,55.96563257352519,70,70,30,30,78.08035626607142,-34.84945896951129,-34.84945896951129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230534.88333333362,1116716,230534.88333333362,-10.372679816261542,-30.61867956687719,40,40,-40,-40
2019-02-26T09:15:00+05:30,76.50333562191196,78.099998,75.800003,76.8374995,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,76.05233953935341,75.48918605350535,75.9411714135049,77.75953851716828,86.70296756309659,NaN,NaN,76.43754267513069,NaN,NaN,80.31286720576082,NaN,73.949997,75.6000025,76.9857719532104,96.27499974999999,NaN,NaN,72.051657266304,76.91250016666666,84.59120335705174,71.01946268285076,75.39625018749993,79.33052341191865,71.46197696308121,NaN,1,76.50333562191196,78.099998,75.800003,76.8374995,75.6972528622396,78.099998,75.6972528622396,76.81020903047799,0,0,0,0,NaN,NaN,51.684749264566825,70,70,30,30,77.43291554633781,-27.1770419211543,-27.1770419211543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222631.5666666669,114760,222631.5666666669,5.148193703535968,-21.293634695929796,40,40,-40,-40
