time,open,high,low,close,MA 1,MA 2,MA 3,MA 4,MA 5,Shapes,Shapes,Range Filter,Up Trend,UpTrend Begins,Down Trend,DownTrend Begins,HalfTrend,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,ParabolicSAR,VWAP,Range Top,Range Bottom,Basis,Upper,Lower,STC Sell,STC Buy,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Buy Signal,Sell Signal,Expired Signal,Expired Signal,long Signal,Short Signal,RSI Plot,Plot,Plot,Plot,Plot,MFI Plot,Angle Follow Line,Angle Follow Line Histogram,Sell,Buy,Add Sell 1,Add Buy 1,Reduce Buy 1,Reduce Buy 2,Reduce Buy 3,Reduce Buy 4,Reduce Buy 5,Reduce Sell 1,Reduce Sell 2,Reduce Sell 3,Reduce Sell 4,Reduce Sell 5,Volume MA,Volume,Volume MA,Stochastic,EMA,Plot,Plot,Plot,Plot
2015-03-11T09:15:00+05:30,41.49387682527535,42.200001,40.400002,41.07499975,41.23240252546308,40.97564803097517,41.165894334816194,42.218060038649355,37.93622279014602,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,41.174999,41,37.7749995,NaN,NaN,37.48589068352318,41.225000916666666,13.3084477170171,11.687802282982883,40.756250312499986,43.59131537998602,37.92118524501395,NaN,1,41.49387682527535,42.200001,40.400002,41.07499975,41.504436559794215,42.200001,40.400002,41.29221989381884,0,0,0,0,NaN,NaN,48.30378343018475,70,70,30,30,51.38945977756815,-8.902413486165159,-8.902413486165159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,917099.6333333337,318260,917099.6333333337,8.920164743806438,-1.6418885505490262,40,40,-40,-40
2015-03-12T09:15:00+05:30,41.28443828763768,41.900002,40.799999,41.17500025,41.21326843364205,41.00412691940729,41.1667615648337,42.177155733212125,37.9684494315376,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,41.174999,41,37.3374995,NaN,NaN,37.643172829852716,41.29166708333333,13.3084477170171,11.687802282982883,40.81062528749999,43.633990742381094,37.98725983261888,NaN,1,41.28443828763768,41.900002,40.799999,41.17500025,41.39832822680653,41.900002,40.799999,41.28985988440942,0,0,0,0,NaN,NaN,48.77427307673121,70,70,30,30,53.81499199766098,-9.464077020188967,-9.464077020188967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,914412.3333333337,233387,914412.3333333337,7.741511704437105,-0.15011632952779008,40,40,-40,-40
2015-03-13T09:15:00+05:30,41.22971926881884,41.900002,38.450001,40.11250025,40.846345705761365,40.876751680920535,41.06635572532573,42.09618885151753,37.989783270527276,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,41.4499985,41,37.98750025,NaN,NaN,37.79730933325566,40.15416775,13.3084477170171,11.687802282982883,40.75437522499999,43.58629458598617,37.92245586401381,NaN,1,41.22971926881884,41.900002,38.450001,40.11250025,41.34409405560797,41.900002,38.450001,40.423055629704706,0,0,0,0,NaN,NaN,44.1741354988194,70,70,30,30,48.220703893093656,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,910497.7833333337,467664,910497.7833333337,2.8331626772408747,-0.5001290605146201,40,40,-40,-40
2015-03-16T09:15:00+05:30,40.67110975940942,40.67110975940942,37.299999,38.612499,40.10173013717424,40.5532870122176,40.83265508481852,41.959573563222726,37.99597944693994,1,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,41.3249985,41,37.9125005,NaN,NaN,45.349998,38.86120258646981,13.3084477170171,11.687802282982883,40.59125011249999,43.52036162845112,37.662138596548864,NaN,1,40.67110975940942,40.67110975940942,37.299999,38.612499,40.88357484265634,40.88357484265634,37.299999,39.31367937970471,0,0,0,0,NaN,NaN,38.63426028833773,70,70,30,30,47.4920836218544,0,0,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,907511.6666666672,599704,907511.6666666672,-8.584065658360108,-4.045795412050342,40,40,-40,-40
2015-03-17T09:15:00+05:30,39.64180437970471,40.75,38,38.82499975,39.6761533414495,40.306388831900804,40.6414498148358,41.83664909995909,38.00422840517935,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,41,41,36.7124995,NaN,NaN,45.18899802,39.19166658333334,13.3084477170171,11.687802282982883,40.45500008749999,43.44590725740718,37.4640929175928,NaN,1,39.64180437970471,40.75,38,38.82499975,40.09862711118052,40.75,38,39.30420103242618,0,0,0,0,NaN,NaN,39.78633466379865,70,70,30,30,60.41461242453851,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,917768.4000000005,1485339,917768.4000000005,-21.730189586980096,-9.651344158150296,40,40,-40,-40
2015-03-18T09:15:00+05:30,39.233402064852356,40.150002,38.349998,39.01249975,39.454935477633,40.1215475344864,40.48631171342287,41.725898145058736,38.01426095587408,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,40.3500005,41,35.31250125,NaN,NaN,45.0312180396,39.17083325,13.3084477170171,11.687802282982883,40.30625012499999,43.273314390398184,37.3391858596018,NaN,NaN,39.233402064852356,40.150002,38.349998,39.01249975,39.70141407180335,40.150002,38.349998,39.186475453713086,0,0,0,0,NaN,NaN,40.84168302901385,70,70,30,30,60.29350841455227,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,912319.1833333338,445914,912319.1833333338,-32.41841251343202,-15.734124391192777,40,40,-40,-40
2015-03-19T09:15:00+05:30,39.12295090742618,39.799999,37.400002,38.55000025,39.153290401755335,39.897040779559774,40.30190109785879,41.601353129566235,38.01959169511911,NaN,NaN,40.552187257701625,NaN,NaN,45.825564530690215,NaN,39.599998,40,41,34.57499975,NaN,NaN,44.876593658808,38.58333375,13.3084477170171,11.687802282982883,40.14500009999999,43.12575522542587,37.16424497457411,NaN,NaN,39.12295090742618,39.799999,37.400002,38.55000025,39.44394476275822,39.799999,37.400002,38.71823803935655,0,0,0,0,NaN,NaN,39.02476332795503,70,70,30,30,55.62439828695059,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,915140.2666666672,534046,915140.2666666672,-40.521494714431114,-21.714206668326856,40,40,-40,-40.521494714431114
2015-03-20T09:15:00+05:30,38.83647557871309,38.83647557871309,35.5,36.75,38.35219360117022,39.44746352533695,39.96362480282462,41.411103987230305,38.006958941933846,NaN,NaN,39.53656216559577,NaN,NaN,45.28622504690847,NaN,39.599998,39,40.424999,36.48750025,NaN,NaN,44.725061765631835,37.028825192904364,13.3084477170171,11.687802282982883,39.91500007499999,43.18426620285692,36.64573394714306,1,NaN,38.83647557871309,38.83647557871309,35.5,36.75,39.081091401057385,39.081091401057385,35.5,37.480737789356546,0,0,0,0,NaN,NaN,32.891855252584875,70,70,30,30,53.240612520364664,-1.7904861723333603,-1.7904861723333603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,923089.1333333339,794309,923089.1333333339,-47.39435570409452,-27.63293576385978,40,40,-40,-47.39435570409452
2015-03-23T09:15:00+05:30,37.793237789356546,37.793237789356546,33.049999,34.63749975,37.11396231744681,38.76032584314596,39.4563747977937,41.14547244851539,37.97343198480018,1,NaN,37.4263545960232,NaN,NaN,44.150778563281975,NaN,38.83647557871309,37.625,39.1999985,36.7624985,NaN,NaN,44.35605929500656,35.16024551311885,13.3084477170171,11.687802282982883,39.55812502499999,43.43847851964157,35.677771530358406,1,NaN,37.793237789356546,37.793237789356546,33.049999,34.63749975,38.280914595206966,38.280914595206966,33.049999,35.81849358217828,0,0,0,0,NaN,NaN,27.441310475513546,70,70,30,27.441310475513546,51.02798833837118,-14.135450774012707,-14.135450774012707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931561.0666666672,765141,931561.0666666672,-53.355690338401715,-33.3936792563778,40,40,-40,-53.355690338401715
2015-03-24T09:15:00+05:30,36.21536876967828,36.21536876967828,33.400002,34.05000025,36.092641628297876,38.087422186982245,38.941481983718106,40.86721863680891,37.93439286306087,NaN,NaN,36.84087666514965,NaN,NaN,43.508539567485954,NaN,37.793237789356546,37.4750005,39.1999985,37.587500750000004,NaN,NaN,43.67769567730617,34.55512367322609,13.3084477170171,11.687802282982883,39.21312504999999,43.714399088508614,34.71185101149136,1,NaN,36.21536876967828,36.21536876967828,33.400002,34.05000025,37.04970408869262,37.04970408869262,33.400002,34.970184947339135,0,0,0,0,NaN,NaN,26.143786346582658,70,70,30,26.143786346582658,32.571943369659195,-39.37491810148488,-39.37491810148488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934594.8000000006,433019,934594.8000000006,-59.508360674742136,-39.26047048450594,40,40,-40,-59.508360674742136
