time,open,high,low,close,MA 1,MA 2,MA 3,MA 4,MA 5,Shapes,Shapes,Range Filter,Up Trend,UpTrend Begins,Down Trend,DownTrend Begins,HalfTrend,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,ParabolicSAR,VWAP,Range Top,Range Bottom,Basis,Upper,Lower,STC Sell,STC Buy,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Buy Signal,Sell Signal,Expired Signal,Expired Signal,long Signal,Short Signal,RSI Plot,Plot,Plot,Plot,Plot,MFI Plot,Angle Follow Line,Angle Follow Line Histogram,Sell,Buy,Add Sell 1,Add Buy 1,Reduce Buy 1,Reduce Buy 2,Reduce Buy 3,Reduce Buy 4,Reduce Buy 5,Reduce Sell 1,Reduce Sell 2,Reduce Sell 3,Reduce Sell 4,Reduce Sell 5,Volume MA,Volume,Volume MA,Stochastic,EMA,Plot,Plot,Plot,Plot
2022-11-04T09:15:00+05:30,48.5,48.5,48.5,48.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,55.97500050000001,NaN,NaN,NaN,48.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1501,NaN,NaN,NaN,40,40,-40,-40
2022-11-07T09:15:00+05:30,48.5,50.900002,48.5,50.900002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,55.224998,NaN,NaN,50.900002,50.10000133333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.5,50.900002,48.5,50.900002,48.5,50.900002,48.5,49.700001,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1501,NaN,NaN,NaN,40,40,-40,-40
2022-11-09T09:15:00+05:30,49.700001,53.400002,48.400002,50.900002,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,54.100001750000004,NaN,NaN,48.400002,50.900002,NaN,NaN,NaN,NaN,NaN,1,NaN,49.700001,53.400002,48.400002,50.900002,49.1000005,53.400002,48.400002,50.60000175,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54962,NaN,0,NaN,40,40,-40,-40
2022-11-10T09:15:00+05:30,50.3000015,50.799999,47,49.25,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,55.424999,NaN,NaN,53.400002,49.01666633333334,NaN,NaN,NaN,NaN,NaN,1,NaN,50.3000015,50.799999,47,49.25,49.850001125,50.799999,47,49.337500125,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3139,NaN,0,NaN,40,40,-40,-40
2022-11-11T09:15:00+05:30,49.775000750000004,53.299999,49.775000750000004,52.924999,50.495000600000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,55.3374995,NaN,NaN,47,51.999999583333334,NaN,NaN,NaN,NaN,NaN,1,NaN,49.775000750000004,53.299999,49.775000750000004,52.924999,49.593750625,53.299999,49.593750625,51.44374987500001,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,0,NaN,40,40,-40,-40
2022-11-14T09:15:00+05:30,51.349999875,55.950001,51.349999875,55.462500750000004,52.150833983333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.775000750000004,NaN,NaN,57.13749975,NaN,NaN,47,54.254167208333335,NaN,NaN,NaN,NaN,NaN,1,NaN,51.349999875,55.950001,51.349999875,55.462500750000004,50.518750250000004,55.950001,50.518750250000004,53.528125375,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5901,NaN,0,NaN,40,40,-40,-40
2022-11-15T09:15:00+05:30,53.406250312500006,58.700001,53.406250312500006,58.68750125,54.32972307222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.349999875,NaN,NaN,56.625,NaN,NaN,47.35800004,56.93125085416667,NaN,NaN,NaN,NaN,NaN,1,NaN,53.406250312500006,58.700001,53.406250312500006,58.68750125,52.023437812500006,58.700001,52.023437812500006,56.050000718750006,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4717,NaN,0,NaN,40,40,-40,-40
2022-11-16T09:15:00+05:30,56.04687578125,61.599998,56.04687578125,60.0625,56.24064871481482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.406250312500006,NaN,NaN,55.38749975,NaN,NaN,48.0385200976,59.236457927083336,NaN,NaN,NaN,NaN,NaN,1,NaN,56.04687578125,61.599998,56.04687578125,60.0625,54.03671926562501,61.599998,54.03671926562501,58.439062390625004,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14203,NaN,0,NaN,40,40,-40,-40
2022-11-17T09:15:00+05:30,58.054687890625004,64.150002,58.054687890625004,64.087502,58.85626647654321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.04687578125,55.575001,NaN,54.01249975,NaN,NaN,49.123438329792,62.09739729687501,NaN,NaN,NaN,NaN,NaN,1,NaN,58.054687890625004,64.150002,58.054687890625004,64.087502,56.237890828125,64.150002,56.237890828125,61.0867199453125,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11863,NaN,0,NaN,40,40,-40,-40
2022-11-18T09:15:00+05:30,61.0710949453125,67.349998,61.0710949453125,66.77499925000001,61.49584406769548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.2592182140625,NaN,NaN,NaN,58.054687890625004,57.174999,NaN,52.97499925,NaN,NaN,50.6260946968128,65.06536406510416,NaN,NaN,NaN,NaN,NaN,1,NaN,61.0710949453125,67.349998,61.0710949453125,66.77499925000001,58.66230538671876,67.349998,58.66230538671876,64.06679678515624,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11636,NaN,0,0,40,40,-40,-40
2022-11-21T09:15:00+05:30,63.92304709765625,70.699997,63.92304709765625,70.512497,64.50139504513032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.62224164539063,NaN,NaN,NaN,61.0710949453125,58.8499985,NaN,52.84999925,NaN,NaN,52.632963093195265,68.37851369921874,NaN,NaN,NaN,NaN,NaN,1,NaN,63.92304709765625,70.699997,63.92304709765625,70.512497,61.3645510859375,70.699997,61.3645510859375,67.26464704882812,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24895,NaN,0,0,40,40,-40,-40
2022-11-22T09:15:00+05:30,67.21777204882812,74.199997,67.199997,70.699997,66.56759569675354,NaN,NaN,NaN,NaN,NaN,1,NaN,56.279644636906255,NaN,NaN,NaN,63.92304709765625,60.5999985,NaN,52.7749995,NaN,NaN,55.16234784014793,70.699997,NaN,NaN,NaN,NaN,NaN,1,NaN,67.21777204882812,74.199997,67.199997,70.699997,64.31459906738282,74.199997,64.31459906738282,69.82944076220703,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60943,NaN,0,0,40,40,-40,-40
2022-11-23T09:15:00+05:30,68.95888452441406,68.95888452441406,63.849998,63.849998,65.66172979783569,58.66249986538462,NaN,NaN,NaN,NaN,NaN,NaN,56.279644636906255,NaN,NaN,NaN,63.92304709765625,61.987498875,NaN,52.75,NaN,NaN,58.20837170572426,65.55296017480468,NaN,NaN,NaN,NaN,NaN,1,NaN,68.95888452441406,68.95888452441406,63.849998,63.849998,67.07201991479492,68.95888452441406,63.849998,66.40444126220703,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1876,NaN,0,0,40,40,-40,-40
