time,open,high,low,close,MA 1,MA 2,MA 3,MA 4,MA 5,Shapes,Shapes,Range Filter,Up Trend,UpTrend Begins,Down Trend,DownTrend Begins,HalfTrend,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,ParabolicSAR,VWAP,Range Top,Range Bottom,Basis,Upper,Lower,STC Sell,STC Buy,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Buy Signal,Sell Signal,Expired Signal,Expired Signal,long Signal,Short Signal,RSI Plot,Plot,Plot,Plot,Plot,MFI Plot,Angle Follow Line,Angle Follow Line Histogram,Sell,Buy,Add Sell 1,Add Buy 1,Reduce Buy 1,Reduce Buy 2,Reduce Buy 3,Reduce Buy 4,Reduce Buy 5,Reduce Sell 1,Reduce Sell 2,Reduce Sell 3,Reduce Sell 4,Reduce Sell 5,Volume MA,Volume,Volume MA,Stochastic,EMA,Plot,Plot,Plot,Plot
2021-09-14T09:15:00+05:30,922.5,966.70001,841,913.1750025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1289.25,NaN,NaN,NaN,906.9583375000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,922.5,966.70001,841,913.1750025,917.8375012500001,966.70001,841,910.843753125,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11215387,NaN,NaN,NaN,40,40,-40,-40
2021-09-15T09:15:00+05:30,917.8375012500001,1122,917.8375012500001,1036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1245.775,NaN,NaN,841,1025.2791670833333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,917.8375012500001,1122,917.8375012500001,1036,914.3406271875001,1122,914.3406271875001,998.418750625,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4230774,NaN,NaN,NaN,40,40,-40,-40
2021-09-16T09:15:00+05:30,976.918750625,1346.4,976.918750625,1262.275,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1217.4375,NaN,NaN,841,1195.1979168750001,NaN,NaN,NaN,NaN,NaN,1,NaN,976.918750625,1346.4,976.918750625,1262.275,956.3796889062501,1346.4,956.3796889062501,1140.6281253125,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6863889,NaN,0,NaN,40,40,-40,-40
2021-09-17T09:15:00+05:30,1119.5968753125,1284.55,1119.5968753125,1233.9250000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1102.2375025000001,NaN,NaN,861.216,1212.6906251041667,NaN,NaN,NaN,NaN,NaN,1,NaN,1119.5968753125,1284.55,1119.5968753125,1233.9250000000002,1048.5039071093752,1284.55,1048.5039071093752,1189.41718765625,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2420617,NaN,0,NaN,40,40,-40,-40
2021-09-20T09:15:00+05:30,1176.76093765625,1249,1166,1194.4125,1127.9575005000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1066.3375,NaN,NaN,880.62336,1203.1375,NaN,NaN,NaN,NaN,NaN,1,NaN,1176.76093765625,1249,1166,1194.4125,1118.9605473828126,1249,1118.9605473828126,1196.5433594140625,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1331164,NaN,0,NaN,40,40,-40,-40
2021-09-21T09:15:00+05:30,1185.586718828125,1224.8,1172.5,1201.9,1152.6050003333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841,NaN,NaN,1123.4375,NaN,NaN,899.2544256000001,1199.7333333333333,NaN,NaN,NaN,NaN,NaN,1,NaN,1185.586718828125,1224.8,1172.5,1201.9,1157.7519533984375,1224.8,1157.7519533984375,1196.1966797070313,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,720368,NaN,0,NaN,40,40,-40,-40
2021-09-22T09:15:00+05:30,1193.7433594140625,1434.45,1193.7433594140625,1303.3,1202.8366668888889,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1172.5,NaN,NaN,1079.8999999999999,NaN,NaN,917.1402485760001,1310.4977864713544,NaN,NaN,NaN,NaN,NaN,1,NaN,1193.7433594140625,1434.45,1193.7433594140625,1303.3,1176.9743165527343,1434.45,1176.9743165527343,1281.3091797070313,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4114967,NaN,0,NaN,40,40,-40,-40
2021-09-23T09:15:00+05:30,1248.5216797070311,1430,1248.5216797070311,1358.9875,1254.8869445925925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1193.7433594140625,NaN,NaN,1037.05,NaN,NaN,948.1788336614401,1345.836393235677,NaN,NaN,NaN,NaN,NaN,1,NaN,1248.5216797070311,1430,1248.5216797070311,1358.9875,1229.1417481298827,1430,1229.1417481298827,1321.5077148535156,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1853004,NaN,0,NaN,40,40,-40,-40
2021-09-24T09:15:00+05:30,1303.7545898535154,1364.8,1277.15,1318.25,1276.0079630617283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1248.5216797070311,1137.725,NaN,1049.95,NaN,NaN,977.3551036417537,1320.0666666666666,NaN,NaN,NaN,NaN,NaN,1,NaN,1303.7545898535154,1364.8,1277.15,1318.25,1275.3247314916991,1364.8,1275.3247314916991,1315.988647463379,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,843222,NaN,0,NaN,40,40,-40,-40
2021-09-27T09:15:00+05:30,1311.0022949267577,1311.0022949267577,1251,1277.975,1276.6636420411521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,806.5978447309569,NaN,NaN,NaN,1251,1176.143750625,NaN,1063.8375,NaN,NaN,1004.7807974232485,1279.9924316422525,NaN,NaN,NaN,NaN,NaN,1,NaN,1311.0022949267577,1311.0022949267577,1251,1277.975,1295.6566894775392,1311.0022949267577,1251,1287.744897463379,0,0,0,0,NaN,NaN,NaN,70,70,30,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,591039,NaN,0,0,40,40,-40,-40
